,user_id,experiment_id,variant,exposure_time
130,2883,0,A,2025-01-02 00:08:54
131,2732,0,A,2025-01-03 10:10:45
132,7299,0,A,2025-01-07 04:39:13
133,5764,0,A,2025-01-04 09:07:58
134,2084,0,A,2025-01-02 04:06:03
135,1089,0,A,2025-01-02 20:50:01
136,185,0,A,2025-01-14 21:07:31
137,1517,0,A,2025-01-04 01:28:40
138,5972,0,A,2025-01-08 19:49:48
139,820,0,A,2025-01-05 21:17:46
140,5997,0,A,2025-01-12 07:10:40
141,2464,0,A,2025-01-02 16:18:00
142,1867,0,A,2025-01-07 11:51:51
143,143,0,A,2025-01-01 04:22:59
144,5931,0,A,2025-01-06 03:37:49
145,2179,0,A,2025-01-03 19:23:10
146,6805,0,A,2025-01-06 06:20:03
147,6063,0,A,2025-01-08 04:47:35
148,4985,0,A,2025-01-04 22:36:54
149,1903,0,A,2025-01-02 13:52:34
150,2831,0,A,2025-01-13 09:45:17
151,39,0,A,2025-01-13 15:21:08
152,2081,0,A,2025-01-11 06:42:22
153,7945,0,A,2025-01-08 22:34:50
154,3313,0,A,2025-01-04 08:47:15
155,6529,0,A,2025-01-07 23:23:01
156,645,0,A,2025-01-14 20:15:05
157,4190,0,A,2025-01-11 21:25:05
158,3177,0,A,2025-01-02 20:26:12
159,6878,0,A,2025-01-05 17:52:44
160,4090,0,A,2025-01-10 10:48:27
161,4558,0,A,2025-01-07 16:58:32
162,4285,0,A,2025-01-13 10:48:48
163,5271,0,A,2025-01-10 08:51:48
164,707,0,A,2025-01-04 02:55:58
165,6748,0,A,2025-01-08 15:10:37
166,1607,0,A,2025-01-07 21:38:48
167,2852,0,A,2025-01-07 10:28:24
168,4553,0,A,2025-01-14 01:39:31
169,7797,0,A,2025-01-04 11:21:56
170,7757,0,A,2025-01-08 08:43:09
171,6183,0,A,2025-01-04 22:18:30
172,4714,0,A,2025-01-12 05:08:25
173,7617,0,A,2025-01-03 12:03:10
174,4220,0,A,2025-01-05 13:50:10
175,230,0,A,2025-01-09 19:34:20
176,491,0,A,2025-01-01 05:32:21
177,6099,0,A,2025-01-06 16:42:37
178,428,0,A,2025-01-05 07:42:12
179,6875,0,A,2025-01-02 04:01:32
180,7229,0,A,2025-01-10 15:29:11
181,7137,0,A,2025-01-09 07:13:15
182,5900,0,A,2025-01-11 21:41:12
183,2200,0,A,2025-01-06 15:28:04
184,7696,0,A,2025-01-08 23:46:17
185,3077,0,A,2025-01-08 08:16:12
186,6120,0,A,2025-01-01 22:07:55
187,1675,0,A,2025-01-02 03:54:48
188,6436,0,A,2025-01-14 13:25:28
189,2977,0,A,2025-01-14 12:25:23
190,606,0,A,2025-01-12 20:21:21
191,3455,0,A,2025-01-14 17:16:12
192,3832,0,A,2025-01-05 16:04:40
193,6738,0,A,2025-01-07 10:21:34
194,7199,0,A,2025-01-02 18:05:15
195,1908,0,A,2025-01-02 18:41:44
196,7826,0,A,2025-01-06 07:28:16
197,547,0,A,2025-01-05 07:10:18
198,862,0,A,2025-01-12 22:15:43
199,92,0,A,2025-01-03 19:45:59
200,7900,0,A,2025-01-07 12:03:55
201,6313,0,A,2025-01-01 04:18:07
202,2943,0,A,2025-01-02 07:02:27
203,1300,0,A,2025-01-04 06:45:33
204,2302,0,A,2025-01-10 17:36:37
205,6770,0,A,2025-01-03 11:33:40
206,961,0,A,2025-01-12 07:26:20
207,6689,0,A,2025-01-02 06:26:34
208,7116,0,A,2025-01-09 15:19:56
209,3208,0,A,2025-01-01 06:58:00
210,3322,0,A,2025-01-14 17:09:16
211,5198,0,A,2025-01-10 19:34:26
212,5911,0,A,2025-01-12 19:36:36
213,465,0,A,2025-01-06 14:55:49
214,1611,0,A,2025-01-02 05:47:26
215,3088,0,A,2025-01-02 06:41:04
216,458,0,A,2025-01-02 05:58:48
217,5055,0,A,2025-01-06 10:23:27
218,6362,0,A,2025-01-02 01:10:45
219,2914,0,A,2025-01-04 22:49:29
220,6186,0,A,2025-01-08 07:49:21
221,52,0,A,2025-01-03 12:45:16
222,508,0,A,2025-01-08 08:09:01
223,5719,0,A,2025-01-14 23:28:45
224,4905,0,A,2025-01-06 07:42:02
225,6919,0,A,2025-01-08 05:18:43
226,4025,0,A,2025-01-12 16:01:39
227,3395,0,A,2025-01-03 03:38:30
228,2225,0,A,2025-01-12 06:52:20
229,5786,0,A,2025-01-11 21:25:57
230,192,0,A,2025-01-14 07:58:58
231,574,0,A,2025-01-12 07:43:47
232,6358,0,A,2025-01-11 02:07:43
233,6026,0,A,2025-01-04 12:21:52
234,6914,0,A,2025-01-14 17:09:37
235,7861,0,A,2025-01-08 01:54:46
236,3777,0,A,2025-01-07 13:35:14
237,4752,0,A,2025-01-05 01:44:25
238,4021,0,A,2025-01-13 19:47:30
239,653,0,A,2025-01-02 22:49:00
240,3973,0,A,2025-01-06 14:06:34
241,6915,0,A,2025-01-03 19:32:50
242,5711,0,A,2025-01-10 17:53:50
243,2844,0,A,2025-01-09 07:07:13
244,1003,0,A,2025-01-12 02:52:31
245,4382,0,A,2025-01-11 20:16:03
246,3271,0,A,2025-01-08 01:34:19
247,4591,0,A,2025-01-05 22:48:53
248,2214,0,A,2025-01-13 05:39:33
249,146,0,A,2025-01-02 03:39:45
250,4451,0,A,2025-01-12 12:08:52
251,4555,0,A,2025-01-01 16:43:52
252,2261,0,A,2025-01-07 19:41:55
253,2492,0,A,2025-01-03 11:23:06
254,346,0,A,2025-01-08 01:26:28
255,937,0,A,2025-01-14 12:42:27
256,4458,0,A,2025-01-08 22:11:00
257,7227,0,A,2025-01-06 05:25:37
258,4865,0,A,2025-01-08 08:54:38
259,3927,0,A,2025-01-14 13:33:00
260,4342,0,A,2025-01-04 10:21:28
261,3542,0,A,2025-01-11 23:43:11
262,5130,0,A,2025-01-12 07:06:15
263,957,0,A,2025-01-01 16:32:01
264,4178,0,A,2025-01-10 15:55:17
265,2082,0,A,2025-01-14 20:20:38
266,2392,0,A,2025-01-08 03:44:37
267,3786,0,A,2025-01-07 04:24:43
268,6927,0,A,2025-01-07 13:01:21
269,296,0,A,2025-01-06 19:43:33
270,1251,0,A,2025-01-13 14:19:26
271,1270,0,A,2025-01-01 02:49:26
272,5441,0,A,2025-01-09 11:44:11
273,2416,0,A,2025-01-04 12:52:15
274,1509,0,A,2025-01-01 01:51:45
275,427,0,A,2025-01-06 14:31:11
276,3737,0,A,2025-01-12 06:04:52
277,6711,0,A,2025-01-07 22:30:42
278,490,0,A,2025-01-14 00:52:11
279,331,0,A,2025-01-04 10:45:14
280,5735,0,A,2025-01-07 19:48:32
281,5614,0,A,2025-01-05 00:25:26
282,5090,0,A,2025-01-11 18:38:23
283,6536,0,A,2025-01-08 09:46:09
284,4102,0,A,2025-01-02 04:50:43
285,2437,0,A,2025-01-13 21:23:42
286,3105,0,A,2025-01-08 00:36:07
287,1806,0,A,2025-01-05 13:13:13
288,4300,0,A,2025-01-04 22:11:09
289,6934,0,A,2025-01-13 02:04:49
290,4459,0,A,2025-01-06 23:14:54
291,5613,0,A,2025-01-01 04:49:02
292,6995,0,A,2025-01-10 01:56:33
293,1569,0,A,2025-01-10 05:42:42
294,3661,0,A,2025-01-11 21:22:21
295,7020,0,A,2025-01-02 23:50:41
296,4931,0,A,2025-01-12 18:51:55
297,7440,0,A,2025-01-12 22:14:29
298,1626,0,A,2025-01-11 12:41:37
299,1333,0,A,2025-01-10 03:58:34
300,758,0,A,2025-01-14 02:43:32
301,4781,0,A,2025-01-04 21:46:50
302,633,0,A,2025-01-02 02:07:25
303,4063,0,A,2025-01-08 17:31:24
304,6218,0,A,2025-01-13 06:53:22
305,1712,0,A,2025-01-14 07:57:15
306,2017,0,A,2025-01-06 11:54:36
307,1984,0,A,2025-01-06 11:47:53
308,7977,0,A,2025-01-07 20:41:59
309,7755,0,A,2025-01-11 13:37:36
310,3835,0,A,2025-01-09 00:13:14
311,4130,0,A,2025-01-10 14:20:29
312,6542,0,A,2025-01-03 22:05:44
313,2273,0,A,2025-01-06 20:28:08
314,1938,0,A,2025-01-06 03:35:25
315,7237,0,A,2025-01-08 03:24:45
316,5949,0,A,2025-01-12 13:11:31
317,3288,0,A,2025-01-11 07:38:31
318,4290,0,A,2025-01-06 20:50:34
319,3580,0,A,2025-01-11 11:06:54
320,7501,0,A,2025-01-09 08:28:42
321,2192,0,A,2025-01-05 05:43:14
322,7055,0,A,2025-01-08 11:25:35
323,2461,0,A,2025-01-07 22:54:15
324,1892,0,A,2025-01-03 10:05:44
325,1552,0,A,2025-01-05 06:31:30
326,519,0,A,2025-01-14 19:13:11
327,3072,0,A,2025-01-03 10:17:22
328,5707,0,A,2025-01-06 21:35:44
329,2830,0,A,2025-01-13 10:43:15
330,4284,0,A,2025-01-02 22:48:51
331,7574,0,A,2025-01-08 12:40:41
332,7180,0,A,2025-01-09 12:39:01
333,2246,0,A,2025-01-07 01:25:31
334,4106,0,A,2025-01-04 05:47:40
335,3193,0,A,2025-01-01 09:58:15
336,2891,0,A,2025-01-13 05:37:18
337,6602,0,A,2025-01-08 17:10:43
338,63,0,A,2025-01-02 12:13:32
339,6277,0,A,2025-01-13 10:38:19
340,5600,0,A,2025-01-11 11:14:35
341,3573,0,A,2025-01-10 04:16:24
342,3801,0,A,2025-01-09 03:49:06
343,6856,0,A,2025-01-08 07:23:25
344,1704,0,A,2025-01-06 19:23:25
345,5667,0,A,2025-01-05 17:14:21
346,220,0,A,2025-01-03 11:47:54
347,5085,0,A,2025-01-04 15:56:56
348,240,0,A,2025-01-12 00:52:30
349,1907,0,A,2025-01-11 13:22:38
350,5443,0,A,2025-01-02 08:38:58
351,3451,0,A,2025-01-10 09:34:29
352,4951,0,A,2025-01-14 15:22:27
353,637,0,A,2025-01-02 01:01:30
354,2617,0,A,2025-01-07 11:44:51
355,1767,0,A,2025-01-04 23:33:26
356,719,0,A,2025-01-03 23:51:17
357,7924,0,A,2025-01-04 17:13:08
358,1848,0,A,2025-01-06 04:59:35
359,2454,0,A,2025-01-13 12:23:33
360,278,0,A,2025-01-06 00:03:17
361,5472,0,A,2025-01-11 07:25:12
362,1994,0,A,2025-01-08 09:51:16
363,573,0,A,2025-01-01 19:02:15
364,863,0,A,2025-01-09 15:49:36
365,6745,0,A,2025-01-01 14:23:10
366,7777,0,A,2025-01-07 16:33:06
367,6398,0,A,2025-01-07 22:27:21
368,659,0,A,2025-01-05 08:14:33
369,5424,0,A,2025-01-09 02:20:12
370,924,0,A,2025-01-13 11:00:46
371,6968,0,A,2025-01-14 12:17:01
372,1373,0,A,2025-01-13 12:39:25
373,4692,0,A,2025-01-10 19:10:43
374,850,0,A,2025-01-03 23:19:30
375,3945,0,A,2025-01-07 16:14:29
376,3908,0,A,2025-01-14 03:40:06
377,1588,0,A,2025-01-02 20:57:43
378,537,0,A,2025-01-07 05:38:55
379,3360,0,A,2025-01-08 03:24:09
380,2609,0,A,2025-01-05 00:30:25
381,5214,0,A,2025-01-12 21:35:00
382,1771,0,A,2025-01-03 00:06:07
383,108,0,A,2025-01-11 01:55:37
384,3524,0,A,2025-01-08 04:25:51
385,3275,0,A,2025-01-09 00:42:02
386,6808,0,A,2025-01-12 10:54:58
387,1674,0,A,2025-01-10 01:23:03
388,6219,0,A,2025-01-01 01:35:50
389,6697,0,A,2025-01-11 05:23:30
390,5430,0,A,2025-01-07 02:09:50
391,137,0,A,2025-01-08 14:15:25
392,7131,0,A,2025-01-01 03:51:22
393,6836,0,A,2025-01-03 15:55:02
394,7933,0,A,2025-01-08 18:58:29
395,855,0,A,2025-01-06 01:38:53
396,1846,0,A,2025-01-08 03:51:52
397,2623,0,A,2025-01-03 12:19:38
398,2153,0,A,2025-01-08 20:58:15
399,6270,0,A,2025-01-09 19:14:13
400,4417,0,A,2025-01-08 18:45:16
401,632,0,A,2025-01-10 13:05:30
402,1819,0,A,2025-01-10 16:22:02
403,6583,0,A,2025-01-06 18:40:41
404,6732,0,A,2025-01-05 10:02:26
405,5820,0,A,2025-01-13 17:40:30
406,564,0,A,2025-01-14 14:05:09
407,40,0,A,2025-01-12 05:38:17
408,3014,0,A,2025-01-14 15:17:00
409,4906,0,A,2025-01-03 23:48:59
410,6779,0,A,2025-01-07 22:21:28
411,4626,0,A,2025-01-12 08:18:30
412,1125,0,A,2025-01-09 17:29:14
413,6323,0,A,2025-01-13 03:28:38
414,5986,0,A,2025-01-02 17:22:34
415,772,0,A,2025-01-04 06:07:01
416,6184,0,A,2025-01-10 06:23:31
417,1722,0,A,2025-01-04 17:57:54
418,4425,0,A,2025-01-03 21:45:13
419,1273,0,A,2025-01-03 16:49:18
420,4003,0,A,2025-01-01 23:52:38
421,935,0,A,2025-01-02 22:06:36
422,2611,0,A,2025-01-13 18:00:03
423,1425,0,A,2025-01-12 04:38:04
424,4794,0,A,2025-01-04 21:09:57
425,1453,0,A,2025-01-05 19:50:47
426,6303,0,A,2025-01-09 14:12:00
427,7287,0,A,2025-01-11 11:05:44
428,3926,0,A,2025-01-07 23:26:35
429,318,0,A,2025-01-08 02:04:49
430,6134,0,A,2025-01-12 20:26:29
431,7547,0,A,2025-01-03 06:26:36
432,1590,0,A,2025-01-01 17:52:54
433,3989,0,A,2025-01-05 04:14:21
434,2281,0,A,2025-01-14 15:01:05
435,3032,0,A,2025-01-08 22:07:53
436,4010,0,A,2025-01-09 16:18:33
437,2527,0,A,2025-01-01 07:58:34
438,2667,0,A,2025-01-03 18:16:40
439,3446,0,A,2025-01-03 21:12:03
440,531,0,A,2025-01-06 22:26:25
441,4420,0,A,2025-01-12 20:56:58
442,1187,0,A,2025-01-07 16:38:47
443,5478,0,A,2025-01-11 11:42:58
444,1893,0,A,2025-01-14 05:35:20
445,7999,0,A,2025-01-09 23:19:41
446,6511,0,A,2025-01-02 06:12:09
447,3657,0,A,2025-01-07 06:08:08
448,7623,0,A,2025-01-08 04:38:50
449,6324,0,A,2025-01-02 01:50:03
450,6070,0,A,2025-01-03 09:58:38
451,303,0,A,2025-01-13 17:49:46
452,4946,0,A,2025-01-01 20:52:52
453,1873,0,A,2025-01-03 22:31:16
454,2767,0,A,2025-01-10 06:28:30
455,5278,0,A,2025-01-05 14:47:25
456,7060,0,A,2025-01-12 02:05:42
457,2729,0,A,2025-01-09 18:16:01
458,6127,0,A,2025-01-09 08:30:15
459,496,0,A,2025-01-13 02:20:26
460,1756,0,A,2025-01-14 21:24:40
461,2020,0,A,2025-01-05 08:24:15
462,7080,0,A,2025-01-01 22:14:58
463,384,0,A,2025-01-03 16:36:10
464,3343,0,A,2025-01-08 20:02:43
465,1409,0,A,2025-01-13 11:22:13
466,7661,0,A,2025-01-03 12:19:23
467,2004,0,A,2025-01-01 02:43:59
468,4797,0,A,2025-01-02 04:06:34
469,3087,0,A,2025-01-10 06:24:25
470,5013,0,A,2025-01-12 17:35:07
471,6588,0,A,2025-01-07 00:56:02
472,2045,0,A,2025-01-03 08:49:28
473,7220,0,A,2025-01-04 18:44:14
474,2828,0,A,2025-01-03 17:10:45
475,882,0,A,2025-01-14 13:31:26
476,6423,0,A,2025-01-06 04:31:48
477,7865,0,A,2025-01-02 15:05:43
478,4092,0,A,2025-01-02 08:05:03
479,2782,0,A,2025-01-08 16:21:08
480,727,0,A,2025-01-14 14:59:09
481,1549,0,A,2025-01-09 00:54:40
482,1981,0,A,2025-01-08 17:05:28
483,2744,0,A,2025-01-12 22:49:21
484,302,0,A,2025-01-03 22:08:33
485,7276,0,A,2025-01-03 17:11:12
486,4668,0,A,2025-01-04 01:13:53
487,5780,0,A,2025-01-09 05:14:51
488,1206,0,A,2025-01-10 22:57:25
489,6686,0,A,2025-01-07 23:27:28
490,1407,0,A,2025-01-09 16:32:11
491,5575,0,A,2025-01-03 00:28:46
492,4922,0,A,2025-01-11 01:21:37
493,5410,0,A,2025-01-09 18:05:40
494,3107,0,A,2025-01-07 19:18:23
495,7597,0,A,2025-01-14 22:33:15
496,4293,0,A,2025-01-12 14:11:35
497,832,0,A,2025-01-14 02:12:51
498,6617,0,A,2025-01-14 17:50:51
499,7347,0,A,2025-01-07 18:14:32
500,1854,0,A,2025-01-13 19:53:00
501,62,0,A,2025-01-07 05:23:41
502,5529,0,A,2025-01-07 05:20:28
503,5835,0,A,2025-01-14 06:16:58
504,2137,0,A,2025-01-08 20:50:48
505,3622,0,A,2025-01-14 23:56:37
506,3080,0,A,2025-01-09 12:48:17
507,6725,0,A,2025-01-10 18:19:31
508,2120,0,A,2025-01-08 14:45:27
509,6506,0,A,2025-01-09 19:05:17
510,2722,0,A,2025-01-13 22:39:52
511,5791,0,A,2025-01-13 18:02:22
512,5260,0,A,2025-01-14 23:11:42
513,6180,0,A,2025-01-10 04:22:55
514,3568,0,A,2025-01-14 05:02:18
515,7158,0,A,2025-01-13 11:28:43
516,307,0,A,2025-01-13 11:37:09
517,7149,0,A,2025-01-02 15:44:47
518,1171,0,A,2025-01-07 20:20:17
519,1717,0,A,2025-01-12 23:24:28
520,7235,0,A,2025-01-02 05:52:18
521,2013,0,A,2025-01-03 07:50:04
522,1580,0,A,2025-01-13 16:26:58
523,4792,0,A,2025-01-08 00:29:28
524,4826,0,A,2025-01-04 19:45:39
525,4881,0,A,2025-01-01 01:58:27
526,1484,0,A,2025-01-10 08:25:15
527,4492,0,A,2025-01-02 22:07:02
528,5398,0,A,2025-01-09 15:01:47
529,7038,0,A,2025-01-14 20:40:03
530,4581,0,A,2025-01-02 23:46:06
531,4176,0,A,2025-01-06 09:10:56
532,7145,0,A,2025-01-08 14:28:25
533,1926,0,A,2025-01-14 00:46:53
534,169,0,A,2025-01-14 19:31:51
535,3251,0,A,2025-01-08 08:14:54
536,4125,0,A,2025-01-05 05:57:26
537,5787,0,A,2025-01-03 15:51:22
538,3618,0,A,2025-01-05 23:08:43
539,1706,0,A,2025-01-08 04:50:35
540,3113,0,A,2025-01-11 04:38:24
541,3402,0,A,2025-01-05 06:11:51
542,1313,0,A,2025-01-07 00:44:36
543,5442,0,A,2025-01-09 18:19:56
544,7925,0,A,2025-01-12 21:08:10
545,36,0,A,2025-01-13 18:52:52
546,7386,0,A,2025-01-01 05:33:22
547,6795,0,A,2025-01-02 12:56:48
548,7966,0,A,2025-01-07 20:51:53
549,3693,0,A,2025-01-14 08:28:50
550,5017,0,A,2025-01-08 02:30:15
551,5010,0,A,2025-01-07 22:24:08
552,2666,0,A,2025-01-09 16:20:32
553,7905,0,A,2025-01-08 06:55:05
554,6305,0,A,2025-01-03 20:29:34
555,7190,0,A,2025-01-12 16:31:53
556,7387,0,A,2025-01-01 04:28:59
557,3781,0,A,2025-01-04 13:03:03
558,4069,0,A,2025-01-12 17:39:13
559,5577,0,A,2025-01-14 01:06:53
560,5120,0,A,2025-01-02 17:10:47
561,4884,0,A,2025-01-12 10:42:36
562,3002,0,A,2025-01-07 13:47:23
563,4617,0,A,2025-01-10 20:30:22
564,20,0,A,2025-01-11 18:40:56
565,841,0,A,2025-01-04 06:46:07
566,6548,0,A,2025-01-09 05:57:17
567,5801,0,A,2025-01-06 06:01:05
568,943,0,A,2025-01-01 08:12:34
569,1405,0,A,2025-01-03 19:04:20
570,2930,0,A,2025-01-05 21:34:00
571,7160,0,A,2025-01-04 22:33:14
572,2594,0,A,2025-01-13 11:43:36
573,350,0,A,2025-01-06 08:09:30
574,3436,0,A,2025-01-13 03:22:29
575,3399,0,A,2025-01-05 04:58:05
576,6297,0,A,2025-01-03 18:52:07
577,7107,0,A,2025-01-07 03:03:18
578,6997,0,A,2025-01-05 16:05:45
579,6235,0,A,2025-01-10 09:31:30
580,5742,0,A,2025-01-10 19:01:15
581,2372,0,A,2025-01-06 01:25:51
582,6554,0,A,2025-01-08 18:03:29
583,7374,0,A,2025-01-13 06:57:26
584,7474,0,A,2025-01-13 09:51:41
585,4380,0,A,2025-01-11 10:41:33
586,6041,0,A,2025-01-02 13:39:43
587,6237,0,A,2025-01-12 16:48:56
588,6212,0,A,2025-01-05 20:12:39
589,5429,0,A,2025-01-08 00:50:55
590,2231,0,A,2025-01-07 09:05:34
591,4686,0,A,2025-01-01 18:06:12
592,1982,0,A,2025-01-09 16:18:35
593,4734,0,A,2025-01-06 23:14:47
594,454,0,A,2025-01-04 12:54:47
595,2742,0,A,2025-01-02 19:15:51
596,1330,0,A,2025-01-09 21:29:26
597,2119,0,A,2025-01-06 13:17:54
598,1598,0,A,2025-01-06 00:09:40
599,1921,0,A,2025-01-03 09:30:07
600,4544,0,A,2025-01-13 11:24:51
601,7967,0,A,2025-01-08 10:10:08
602,5841,0,A,2025-01-11 18:39:09
603,893,0,A,2025-01-01 06:25:35
604,1228,0,A,2025-01-06 17:38:56
605,5714,0,A,2025-01-03 15:26:49
606,7875,0,A,2025-01-11 13:48:29
607,3078,0,A,2025-01-12 16:19:59
608,6515,0,A,2025-01-14 12:33:46
609,7487,0,A,2025-01-13 09:26:32
610,4681,0,A,2025-01-01 12:01:52
611,3268,0,A,2025-01-01 12:39:30
612,3868,0,A,2025-01-11 01:40:35
613,6017,0,A,2025-01-01 11:41:48
614,4634,0,A,2025-01-07 01:51:57
615,3081,0,A,2025-01-12 21:25:13
616,3871,0,A,2025-01-06 01:37:10
617,7993,0,A,2025-01-06 13:43:07
618,3605,0,A,2025-01-04 11:28:33
619,6578,0,A,2025-01-05 16:30:45
620,3332,0,A,2025-01-13 01:21:28
621,3996,0,A,2025-01-09 17:08:23
622,6675,0,A,2025-01-11 23:26:51
623,3384,0,A,2025-01-06 09:38:11
624,5852,0,A,2025-01-10 21:23:42
625,3579,0,A,2025-01-14 19:57:09
626,2895,0,A,2025-01-09 11:58:29
627,800,0,A,2025-01-02 03:29:09
628,7678,0,A,2025-01-01 03:51:51
629,6395,0,A,2025-01-12 09:43:35
630,607,0,A,2025-01-12 15:06:09
631,2843,0,A,2025-01-02 13:54:24
632,3823,0,A,2025-01-11 09:14:12
633,5063,0,A,2025-01-07 15:12:51
634,3383,0,A,2025-01-02 09:41:09
635,6604,0,A,2025-01-10 22:31:36
636,1487,0,A,2025-01-07 01:35:54
637,4216,0,A,2025-01-02 19:16:36
