,user_id,event_name,event_time,event_value
185,4189,scroll,2025-01-10 03:42:28,
186,4189,scroll,2025-01-10 03:42:28,
187,4189,scroll,2025-01-10 03:42:28,
188,70,session_start,2025-01-04 09:26:25,
189,70,session_start,2025-01-03 09:26:25,
190,70,scroll,2025-01-03 09:26:25,
191,70,scroll,2025-01-04 09:26:25,
192,70,scroll,2025-01-04 09:26:25,
193,1864,session_start,2025-01-04 05:56:20,
194,1864,scroll,2025-01-05 05:56:20,
195,1864,scroll,2025-01-04 05:56:20,
196,1969,session_start,2025-01-09 07:07:21,
197,1969,session_start,2025-01-09 07:07:21,
198,1969,session_start,2025-01-10 07:07:21,
199,1969,scroll,2025-01-09 07:07:21,
200,1969,scroll,2025-01-09 07:07:21,
201,1969,scroll,2025-01-10 07:07:21,
202,7811,session_start,2025-01-07 14:01:39,
203,7811,scroll,2025-01-06 14:01:39,
204,7811,scroll,2025-01-07 14:01:39,
205,6965,session_start,2025-01-02 16:33:57,
206,6965,session_start,2025-01-03 16:33:57,
207,6965,purchase,2025-01-08 16:33:57,32.432386528258924
208,6965,scroll,2025-01-03 16:33:57,
209,6965,scroll,2025-01-02 16:33:57,
210,6965,scroll,2025-01-02 16:33:57,
211,6965,scroll,2025-01-02 16:33:57,
212,6965,scroll,2025-01-03 16:33:57,
213,6965,scroll,2025-01-02 16:33:57,
214,3340,session_start,2025-01-01 11:12:01,
215,3340,session_start,2025-01-01 11:12:01,
216,3340,session_start,2025-01-02 11:12:01,
217,3340,scroll,2025-01-01 11:12:01,
218,3340,scroll,2025-01-01 11:12:01,
219,3340,scroll,2025-01-02 11:12:01,
220,3340,scroll,2025-01-01 11:12:01,
221,4345,session_start,2025-01-03 05:35:43,
222,4345,session_start,2025-01-04 05:35:43,
223,2745,session_start,2025-01-11 20:02:50,
224,2745,session_start,2025-01-11 20:02:50,
225,2745,session_start,2025-01-11 20:02:50,
226,2745,session_start,2025-01-12 20:02:50,
227,2745,scroll,2025-01-11 20:02:50,
228,2745,scroll,2025-01-12 20:02:50,
229,4000,session_start,2025-01-08 05:26:51,
230,4000,session_start,2025-01-07 05:26:51,
231,4000,session_start,2025-01-07 05:26:51,
232,4000,scroll,2025-01-07 05:26:51,
233,4000,scroll,2025-01-08 05:26:51,
234,4000,scroll,2025-01-07 05:26:51,
235,4000,scroll,2025-01-07 05:26:51,
236,4000,scroll,2025-01-07 05:26:51,
237,4000,scroll,2025-01-08 05:26:51,
238,4000,scroll,2025-01-08 05:26:51,
239,7979,session_start,2025-01-02 14:35:29,
240,7979,session_start,2025-01-01 14:35:29,
241,7979,scroll,2025-01-02 14:35:29,
242,4824,session_start,2025-01-06 01:41:18,
243,4824,session_start,2025-01-06 01:41:18,
244,4824,scroll,2025-01-06 01:41:18,
245,4824,scroll,2025-01-06 01:41:18,
246,4824,scroll,2025-01-06 01:41:18,
247,4824,scroll,2025-01-06 01:41:18,
248,1596,scroll,2025-01-06 17:11:52,
249,1596,scroll,2025-01-06 17:11:52,
250,1596,scroll,2025-01-05 17:11:52,
251,1596,scroll,2025-01-06 17:11:52,
252,1596,scroll,2025-01-05 17:11:52,
253,1596,scroll,2025-01-05 17:11:52,
254,1596,scroll,2025-01-05 17:11:52,
255,5763,session_start,2025-01-03 09:01:08,
256,5763,scroll,2025-01-03 09:01:08,
257,5763,scroll,2025-01-02 09:01:08,
258,5763,scroll,2025-01-03 09:01:08,
259,5763,scroll,2025-01-03 09:01:08,
260,7687,session_start,2025-01-15 19:46:17,
261,1883,session_start,2025-01-12 06:56:35,
262,1883,session_start,2025-01-12 06:56:35,
263,1883,scroll,2025-01-12 06:56:35,
264,1883,scroll,2025-01-12 06:56:35,
265,1883,scroll,2025-01-13 06:56:35,
266,1883,scroll,2025-01-12 06:56:35,
267,6562,session_start,2025-01-12 15:22:42,
268,6562,session_start,2025-01-12 15:22:42,
269,6562,scroll,2025-01-13 15:22:42,
270,6562,scroll,2025-01-12 15:22:42,
271,6562,scroll,2025-01-12 15:22:42,
272,6562,scroll,2025-01-12 15:22:42,
273,347,session_start,2025-01-05 15:34:46,
274,347,session_start,2025-01-06 15:34:46,
275,347,session_start,2025-01-05 15:34:46,
276,347,scroll,2025-01-06 15:34:46,
277,347,scroll,2025-01-05 15:34:46,
278,347,scroll,2025-01-06 15:34:46,
279,347,scroll,2025-01-06 15:34:46,
280,3345,session_start,2025-01-14 04:13:37,
281,3345,session_start,2025-01-13 04:13:37,
282,3345,scroll,2025-01-14 04:13:37,
283,3345,scroll,2025-01-14 04:13:37,
284,3345,scroll,2025-01-14 04:13:37,
285,3345,scroll,2025-01-13 04:13:37,
286,3345,scroll,2025-01-13 04:13:37,
287,7463,session_start,2025-01-06 11:56:56,
288,7463,session_start,2025-01-07 11:56:56,
289,7463,session_start,2025-01-07 11:56:56,
290,7463,scroll,2025-01-06 11:56:56,
291,7463,scroll,2025-01-06 11:56:56,
292,7463,scroll,2025-01-06 11:56:56,
293,7463,scroll,2025-01-06 11:56:56,
294,5838,session_start,2025-01-05 16:35:07,
295,5838,session_start,2025-01-05 16:35:07,
296,5838,scroll,2025-01-04 16:35:07,
297,5838,scroll,2025-01-04 16:35:07,
298,5838,scroll,2025-01-05 16:35:07,
299,5838,scroll,2025-01-04 16:35:07,
300,6388,session_start,2025-01-03 19:31:50,
301,6388,scroll,2025-01-04 19:31:50,
302,6388,scroll,2025-01-03 19:31:50,
303,1667,session_start,2025-01-03 16:19:40,
304,1667,session_start,2025-01-02 16:19:40,
305,1667,session_start,2025-01-02 16:19:40,
306,886,scroll,2025-01-13 08:34:07,
307,886,scroll,2025-01-13 08:34:07,
308,886,scroll,2025-01-12 08:34:07,
309,2605,session_start,2025-01-05 10:24:37,
310,2605,scroll,2025-01-04 10:24:37,
311,2605,scroll,2025-01-05 10:24:37,
312,2605,scroll,2025-01-04 10:24:37,
313,3218,scroll,2025-01-14 09:22:34,
314,1845,session_start,2025-01-03 00:12:32,
315,1845,session_start,2025-01-02 00:12:32,
316,1845,scroll,2025-01-03 00:12:32,
317,1845,scroll,2025-01-02 00:12:32,
318,1845,scroll,2025-01-03 00:12:32,
319,1845,scroll,2025-01-03 00:12:32,
320,1845,scroll,2025-01-03 00:12:32,
321,7665,session_start,2025-01-07 22:26:08,
322,7665,session_start,2025-01-07 22:26:08,
323,7665,scroll,2025-01-08 22:26:08,
324,7665,scroll,2025-01-07 22:26:08,
325,2094,session_start,2025-01-11 21:15:37,
326,2094,session_start,2025-01-11 21:15:37,
327,2094,scroll,2025-01-10 21:15:37,
328,2094,scroll,2025-01-10 21:15:37,
329,2950,session_start,2025-01-11 00:53:28,
330,2950,session_start,2025-01-11 00:53:28,
331,4785,session_start,2025-01-14 01:05:12,
332,4785,session_start,2025-01-14 01:05:12,
333,4785,session_start,2025-01-14 01:05:12,
334,4785,session_start,2025-01-13 01:05:12,
335,4785,scroll,2025-01-13 01:05:12,
336,4785,scroll,2025-01-14 01:05:12,
337,4785,scroll,2025-01-13 01:05:12,
338,4785,scroll,2025-01-13 01:05:12,
339,2724,session_start,2025-01-06 08:11:33,
340,2724,session_start,2025-01-06 08:11:33,
341,2724,session_start,2025-01-06 08:11:33,
342,2724,scroll,2025-01-06 08:11:33,
343,2724,scroll,2025-01-06 08:11:33,
344,2724,scroll,2025-01-07 08:11:33,
345,2802,session_start,2025-01-05 21:21:33,
346,2802,session_start,2025-01-04 21:21:33,
347,2802,session_start,2025-01-05 21:21:33,
348,2802,session_start,2025-01-04 21:21:33,
349,2802,session_start,2025-01-04 21:21:33,
350,2802,session_start,2025-01-04 21:21:33,
351,2802,session_start,2025-01-05 21:21:33,
352,2802,scroll,2025-01-04 21:21:33,
353,2802,scroll,2025-01-04 21:21:33,
354,5296,session_start,2025-01-12 12:36:29,
355,5296,session_start,2025-01-13 12:36:29,
356,5296,session_start,2025-01-12 12:36:29,
357,5296,scroll,2025-01-12 12:36:29,
358,5296,scroll,2025-01-13 12:36:29,
359,5959,session_start,2025-01-14 22:36:57,
360,5959,scroll,2025-01-15 22:36:57,
361,5959,scroll,2025-01-15 22:36:57,
362,6402,session_start,2025-01-04 18:34:21,
363,6402,session_start,2025-01-05 18:34:21,
364,6402,session_start,2025-01-05 18:34:21,
365,6402,session_start,2025-01-04 18:34:21,
366,6402,session_start,2025-01-04 18:34:21,
367,6402,purchase,2025-01-11 18:34:21,25.640966840337832
368,6402,scroll,2025-01-05 18:34:21,
369,6402,scroll,2025-01-04 18:34:21,
370,2786,scroll,2025-01-10 02:45:04,
371,2786,scroll,2025-01-09 02:45:04,
372,2786,scroll,2025-01-10 02:45:04,
373,2410,scroll,2025-01-11 02:55:26,
374,2410,scroll,2025-01-10 02:55:26,
375,6483,session_start,2025-01-09 10:04:36,
376,6483,session_start,2025-01-09 10:04:36,
377,6483,session_start,2025-01-08 10:04:36,
378,4514,session_start,2025-01-04 20:31:11,
379,4514,session_start,2025-01-05 20:31:11,
380,4514,session_start,2025-01-04 20:31:11,
381,4514,scroll,2025-01-04 20:31:11,
382,4514,scroll,2025-01-05 20:31:11,
383,4514,scroll,2025-01-04 20:31:11,
384,7518,session_start,2025-01-10 18:17:36,
385,7518,session_start,2025-01-10 18:17:36,
386,7518,session_start,2025-01-11 18:17:36,
387,7518,session_start,2025-01-11 18:17:36,
388,7518,scroll,2025-01-10 18:17:36,
389,7518,scroll,2025-01-11 18:17:36,
390,2603,session_start,2025-01-12 00:24:44,
391,2603,scroll,2025-01-12 00:24:44,
392,2603,scroll,2025-01-12 00:24:44,
393,2603,scroll,2025-01-12 00:24:44,
394,2603,scroll,2025-01-11 00:24:44,
395,2603,scroll,2025-01-11 00:24:44,
396,2097,session_start,2025-01-14 04:25:33,
397,2097,session_start,2025-01-14 04:25:33,
398,2097,session_start,2025-01-13 04:25:33,
399,2097,session_start,2025-01-13 04:25:33,
400,2097,session_start,2025-01-14 04:25:33,
401,2097,scroll,2025-01-14 04:25:33,
402,2097,scroll,2025-01-14 04:25:33,
403,799,session_start,2025-01-14 18:17:20,
404,799,session_start,2025-01-14 18:17:20,
405,799,session_start,2025-01-15 18:17:20,
406,799,scroll,2025-01-15 18:17:20,
407,799,scroll,2025-01-14 18:17:20,
408,799,scroll,2025-01-15 18:17:20,
409,799,scroll,2025-01-15 18:17:20,
410,457,scroll,2025-01-06 08:35:26,
411,457,scroll,2025-01-05 08:35:26,
412,457,scroll,2025-01-05 08:35:26,
413,2113,session_start,2025-01-10 21:32:29,
414,2113,scroll,2025-01-09 21:32:29,
415,2113,scroll,2025-01-09 21:32:29,
416,2409,session_start,2025-01-03 19:30:31,
417,2409,session_start,2025-01-03 19:30:31,
418,2409,purchase,2025-01-04 19:30:31,31.229541034209596
419,2409,scroll,2025-01-04 19:30:31,
420,2409,scroll,2025-01-03 19:30:31,
421,2255,session_start,2025-01-07 18:01:57,
422,2255,scroll,2025-01-06 18:01:57,
423,2255,scroll,2025-01-07 18:01:57,
424,2255,scroll,2025-01-06 18:01:57,
425,2255,scroll,2025-01-07 18:01:57,
426,1200,session_start,2025-01-05 07:29:40,
427,1200,session_start,2025-01-06 07:29:40,
428,1200,scroll,2025-01-05 07:29:40,
429,1200,scroll,2025-01-06 07:29:40,
430,1200,scroll,2025-01-05 07:29:40,
431,1200,scroll,2025-01-05 07:29:40,
432,1200,scroll,2025-01-06 07:29:40,
433,1200,scroll,2025-01-05 07:29:40,
434,4155,session_start,2025-01-01 08:17:27,
435,4155,scroll,2025-01-01 08:17:27,
436,4155,scroll,2025-01-02 08:17:27,
437,6088,scroll,2025-01-12 06:50:55,
438,6088,scroll,2025-01-12 06:50:55,
439,6088,scroll,2025-01-11 06:50:55,
440,752,session_start,2025-01-11 15:13:13,
441,752,session_start,2025-01-11 15:13:13,
442,4921,session_start,2025-01-03 00:28:36,
443,4921,scroll,2025-01-03 00:28:36,
444,4921,scroll,2025-01-03 00:28:36,
445,4921,scroll,2025-01-02 00:28:36,
446,7932,scroll,2025-01-14 23:22:51,
447,7932,scroll,2025-01-13 23:22:51,
448,7932,scroll,2025-01-14 23:22:51,
449,7932,scroll,2025-01-14 23:22:51,
450,7932,scroll,2025-01-14 23:22:51,
451,6417,session_start,2025-01-09 15:10:21,
452,6417,session_start,2025-01-09 15:10:21,
453,6417,session_start,2025-01-09 15:10:21,
454,6417,purchase,2025-01-15 15:10:21,29.862482559765848
455,6417,scroll,2025-01-09 15:10:21,
456,7827,session_start,2025-01-03 14:47:16,
457,7827,scroll,2025-01-03 14:47:16,
458,7827,scroll,2025-01-04 14:47:16,
459,7827,scroll,2025-01-04 14:47:16,
460,1670,session_start,2025-01-14 11:05:52,
461,1670,scroll,2025-01-14 11:05:52,
462,1670,scroll,2025-01-14 11:05:52,
463,7544,session_start,2025-01-14 01:55:43,
464,7544,scroll,2025-01-15 01:55:43,
465,7544,scroll,2025-01-15 01:55:43,
466,7544,scroll,2025-01-15 01:55:43,
467,2948,session_start,2025-01-06 15:10:25,
468,2948,session_start,2025-01-06 15:10:25,
469,2948,error,2025-01-06 15:10:25,
470,2948,scroll,2025-01-05 15:10:25,
471,2948,scroll,2025-01-05 15:10:25,
472,2948,scroll,2025-01-06 15:10:25,
473,2948,scroll,2025-01-06 15:10:25,
474,2948,scroll,2025-01-05 15:10:25,
475,4027,session_start,2025-01-01 11:10:45,
476,4027,session_start,2025-01-01 11:10:45,
477,4027,session_start,2025-01-01 11:10:45,
478,4027,session_start,2025-01-01 11:10:45,
479,4027,scroll,2025-01-02 11:10:45,
480,4027,scroll,2025-01-02 11:10:45,
481,5087,session_start,2025-01-08 04:41:16,
482,5087,session_start,2025-01-08 04:41:16,
483,5087,scroll,2025-01-08 04:41:16,
484,5087,scroll,2025-01-08 04:41:16,
485,5087,scroll,2025-01-08 04:41:16,
486,5087,scroll,2025-01-09 04:41:16,
487,5087,scroll,2025-01-09 04:41:16,
488,1544,session_start,2025-01-07 00:06:30,
489,1544,session_start,2025-01-07 00:06:30,
490,1544,session_start,2025-01-06 00:06:30,
491,1544,scroll,2025-01-06 00:06:30,
492,1544,scroll,2025-01-07 00:06:30,
493,790,session_start,2025-01-15 05:26:25,
494,790,session_start,2025-01-15 05:26:25,
495,4896,session_start,2025-01-10 11:46:35,
496,4896,session_start,2025-01-09 11:46:35,
497,4896,session_start,2025-01-10 11:46:35,
498,4896,session_start,2025-01-10 11:46:35,
499,4896,scroll,2025-01-10 11:46:35,
500,4896,scroll,2025-01-09 11:46:35,
501,4896,scroll,2025-01-09 11:46:35,
502,3569,session_start,2025-01-13 03:27:35,
503,3569,session_start,2025-01-12 03:27:35,
504,3569,session_start,2025-01-13 03:27:35,
505,3569,scroll,2025-01-13 03:27:35,
506,3569,scroll,2025-01-12 03:27:35,
507,3569,scroll,2025-01-12 03:27:35,
508,3569,scroll,2025-01-12 03:27:35,
509,3569,scroll,2025-01-13 03:27:35,
510,3569,scroll,2025-01-13 03:27:35,
511,5782,session_start,2025-01-10 15:18:19,
512,5782,session_start,2025-01-10 15:18:19,
513,5782,session_start,2025-01-09 15:18:19,
514,5782,session_start,2025-01-10 15:18:19,
515,5782,session_start,2025-01-09 15:18:19,
516,5782,scroll,2025-01-10 15:18:19,
517,5782,scroll,2025-01-09 15:18:19,
518,5782,scroll,2025-01-10 15:18:19,
519,5782,scroll,2025-01-09 15:18:19,
520,5782,scroll,2025-01-09 15:18:19,
521,5782,scroll,2025-01-10 15:18:19,
522,5782,scroll,2025-01-10 15:18:19,
523,3484,session_start,2025-01-13 04:20:04,
524,3484,purchase,2025-01-13 04:20:04,38.990481115423165
525,3484,scroll,2025-01-14 04:20:04,
526,3484,scroll,2025-01-14 04:20:04,
527,3484,scroll,2025-01-14 04:20:04,
528,3484,scroll,2025-01-14 04:20:04,
529,4816,session_start,2025-01-08 12:04:03,
530,4816,session_start,2025-01-09 12:04:03,
531,4816,scroll,2025-01-09 12:04:03,
532,4816,scroll,2025-01-09 12:04:03,
533,5572,session_start,2025-01-11 04:32:56,
534,5572,session_start,2025-01-10 04:32:56,
535,5572,purchase,2025-01-15 04:32:56,27.028033598724576
536,5572,scroll,2025-01-11 04:32:56,
537,5572,scroll,2025-01-10 04:32:56,
538,5572,scroll,2025-01-10 04:32:56,
539,3513,session_start,2025-01-04 10:42:00,
540,3513,session_start,2025-01-04 10:42:00,
541,3513,scroll,2025-01-05 10:42:00,
542,3513,scroll,2025-01-04 10:42:00,
543,473,session_start,2025-01-13 17:32:15,
544,473,purchase,2025-01-17 17:32:15,13.95944892606999
545,473,scroll,2025-01-13 17:32:15,
546,473,scroll,2025-01-13 17:32:15,
547,473,scroll,2025-01-13 17:32:15,
548,473,scroll,2025-01-13 17:32:15,
549,370,session_start,2025-01-01 05:42:49,
550,370,session_start,2025-01-01 05:42:49,
551,370,session_start,2025-01-01 05:42:49,
552,370,session_start,2025-01-01 05:42:49,
553,370,scroll,2025-01-02 05:42:49,
554,370,scroll,2025-01-01 05:42:49,
555,912,session_start,2025-01-11 07:18:58,
556,912,scroll,2025-01-10 07:18:58,
557,912,scroll,2025-01-10 07:18:58,
558,912,scroll,2025-01-11 07:18:58,
559,912,scroll,2025-01-10 07:18:58,
560,912,scroll,2025-01-10 07:18:58,
561,912,scroll,2025-01-11 07:18:58,
562,912,scroll,2025-01-11 07:18:58,
563,912,scroll,2025-01-10 07:18:58,
564,7603,session_start,2025-01-06 01:01:52,
565,7603,session_start,2025-01-06 01:01:52,
566,7603,session_start,2025-01-05 01:01:52,
567,7603,session_start,2025-01-05 01:01:52,
568,7603,scroll,2025-01-06 01:01:52,
569,4138,session_start,2025-01-14 17:00:22,
570,4138,session_start,2025-01-14 17:00:22,
571,4138,scroll,2025-01-15 17:00:22,
572,4138,scroll,2025-01-14 17:00:22,
573,4138,scroll,2025-01-14 17:00:22,
574,4138,scroll,2025-01-14 17:00:22,
575,1351,session_start,2025-01-06 23:26:52,
576,1351,session_start,2025-01-06 23:26:52,
577,1351,scroll,2025-01-06 23:26:52,
578,1351,scroll,2025-01-07 23:26:52,
579,1351,scroll,2025-01-06 23:26:52,
580,6634,session_start,2025-01-08 13:12:14,
581,6634,session_start,2025-01-08 13:12:14,
582,6634,session_start,2025-01-09 13:12:14,
583,6634,session_start,2025-01-08 13:12:14,
584,6634,session_start,2025-01-08 13:12:14,
585,6634,scroll,2025-01-08 13:12:14,
586,6634,scroll,2025-01-09 13:12:14,
587,3697,scroll,2025-01-13 02:38:30,
588,3697,scroll,2025-01-12 02:38:30,
589,11,session_start,2025-01-11 12:43:58,
590,11,scroll,2025-01-11 12:43:58,
591,11,scroll,2025-01-11 12:43:58,
592,11,scroll,2025-01-11 12:43:58,
593,2678,scroll,2025-01-01 09:51:09,
594,2678,scroll,2025-01-01 09:51:09,
595,5688,session_start,2025-01-02 01:41:58,
596,5688,session_start,2025-01-02 01:41:58,
597,5688,scroll,2025-01-03 01:41:58,
598,6019,session_start,2025-01-13 17:24:10,
599,6019,session_start,2025-01-12 17:24:10,
600,6019,session_start,2025-01-12 17:24:10,
601,6019,scroll,2025-01-12 17:24:10,
602,6019,scroll,2025-01-12 17:24:10,
603,1239,session_start,2025-01-09 07:13:53,
604,1239,scroll,2025-01-09 07:13:53,
605,1239,scroll,2025-01-09 07:13:53,
606,7404,session_start,2025-01-11 15:41:42,
