,user_id,device,country
326,326,android,India
327,327,android,Japan
328,328,android,Argentina
329,329,android,Canada
330,330,web,Germany
331,331,android,China
332,332,ios,China
333,333,web,China
334,334,ios,Argentina
335,335,android,USA
336,336,android,Italy
337,337,android,France
338,338,ios,France
339,339,android,Japan
340,340,ios,Germany
341,341,android,Russia
342,342,android,India
343,343,android,Argentina
344,344,android,Indonesia
345,345,web,UK
346,346,android,Italy
347,347,web,Germany
348,348,android,Russia
349,349,web,Brazil
350,350,web,UK
351,351,ios,Australia
352,352,web,Russia
353,353,web,UK
354,354,web,Canada
355,355,ios,Japan
356,356,web,France
357,357,android,Germany
358,358,android,Japan
359,359,android,South Korea
360,360,android,Germany
361,361,android,South Korea
362,362,web,UK
363,363,android,UK
364,364,android,Russia
365,365,android,USA
366,366,android,Japan
367,367,android,China
368,368,ios,South Korea
369,369,android,Netherlands
370,370,web,Argentina
371,371,web,Italy
372,372,android,Brazil
373,373,android,France
374,374,web,Japan
375,375,web,Netherlands
376,376,android,France
377,377,ios,Italy
378,378,web,China
379,379,web,USA
380,380,web,Australia
381,381,ios,Canada
382,382,android,Japan
383,383,android,France
384,384,android,France
385,385,web,Italy
386,386,android,Brazil
387,387,web,Russia
388,388,android,Japan
389,389,web,Netherlands
390,390,android,Canada
391,391,web,India
392,392,ios,Japan
393,393,android,Brazil
394,394,android,Brazil
395,395,web,Argentina
396,396,web,France
397,397,android,USA
398,398,ios,China
399,399,android,China
400,400,android,USA
401,401,android,Indonesia
402,402,web,France
403,403,android,Japan
404,404,web,Netherlands
405,405,android,France
406,406,web,Germany
407,407,ios,Canada
408,408,android,Netherlands
409,409,android,UK
410,410,web,Argentina
411,411,android,France
412,412,web,Russia
413,413,web,Japan
414,414,android,Russia
415,415,android,Canada
416,416,android,UK
417,417,android,Canada
418,418,android,Indonesia
419,419,android,USA
420,420,web,USA
421,421,android,India
422,422,android,UK
423,423,android,Germany
424,424,web,Argentina
425,425,android,UK
426,426,android,Germany
427,427,ios,Germany
428,428,android,France
429,429,android,Indonesia
430,430,web,Australia
431,431,ios,France
432,432,web,Australia
433,433,web,Australia
434,434,web,Netherlands
435,435,ios,Brazil
436,436,ios,Indonesia
437,437,web,Argentina
438,438,android,Indonesia
439,439,ios,France
440,440,android,South Korea
441,441,web,China
442,442,web,South Korea
443,443,android,USA
444,444,ios,Russia
445,445,android,Argentina
446,446,android,Germany
447,447,android,Japan
448,448,android,Italy
449,449,web,China
450,450,android,China
451,451,web,France
452,452,web,India
453,453,web,Brazil
454,454,android,Netherlands
455,455,web,Australia
456,456,android,France
457,457,web,Canada
458,458,android,UK
459,459,android,China
460,460,ios,Australia
461,461,android,Brazil
462,462,web,Japan
463,463,android,France
464,464,android,Russia
465,465,web,India
466,466,android,Australia
467,467,android,Russia
468,468,android,South Korea
469,469,web,Russia
470,470,web,China
471,471,ios,Brazil
472,472,ios,China
473,473,ios,Russia
474,474,web,Japan
475,475,android,India
476,476,ios,India
477,477,web,Japan
478,478,android,Netherlands
479,479,ios,Canada
480,480,android,Netherlands
481,481,ios,Brazil
482,482,android,India
483,483,web,UK
484,484,android,Germany
485,485,web,Indonesia
486,486,web,UK
487,487,ios,Indonesia
488,488,android,South Korea
489,489,android,Russia
490,490,web,Brazil
491,491,android,Canada
492,492,ios,Japan
493,493,web,Russia
494,494,android,France
495,495,ios,USA
496,496,web,USA
497,497,ios,South Korea
498,498,web,China
499,499,ios,Argentina
500,500,android,China
501,501,android,India
502,502,web,Germany
503,503,android,South Korea
504,504,web,Canada
505,505,web,China
506,506,web,Russia
507,507,web,Russia
508,508,web,Germany
509,509,android,Canada
510,510,web,USA
511,511,android,Italy
512,512,android,Indonesia
513,513,web,UK
514,514,android,Argentina
515,515,web,France
516,516,android,China
517,517,web,UK
518,518,web,Canada
519,519,android,Brazil
520,520,web,South Korea
521,521,web,UK
522,522,web,USA
523,523,web,Germany
524,524,ios,Germany
525,525,android,Germany
526,526,web,Germany
527,527,web,France
528,528,android,Russia
529,529,ios,Russia
530,530,android,Indonesia
531,531,android,USA
532,532,web,Netherlands
533,533,android,Brazil
534,534,ios,Canada
535,535,android,China
536,536,ios,Russia
537,537,web,China
538,538,android,Argentina
539,539,android,Indonesia
540,540,android,Canada
541,541,web,USA
542,542,web,Netherlands
543,543,web,Netherlands
544,544,android,UK
545,545,web,Japan
546,546,ios,Canada
547,547,web,South Korea
548,548,android,Indonesia
549,549,web,USA
550,550,ios,Italy
551,551,web,USA
552,552,web,UK
553,553,web,France
554,554,android,UK
555,555,android,France
556,556,ios,USA
557,557,android,Brazil
558,558,web,China
559,559,android,Canada
560,560,android,USA
561,561,web,Netherlands
562,562,web,France
563,563,ios,UK
564,564,android,Indonesia
565,565,web,China
566,566,android,Germany
567,567,ios,USA
568,568,android,Canada
569,569,android,Japan
570,570,android,USA
571,571,android,Indonesia
572,572,ios,Brazil
573,573,android,Canada
574,574,android,Japan
575,575,android,South Korea
576,576,web,South Korea
577,577,android,Brazil
578,578,web,Japan
579,579,android,France
580,580,android,Canada
581,581,ios,Italy
582,582,web,South Korea
583,583,web,USA
584,584,ios,USA
585,585,android,Russia
586,586,web,USA
587,587,android,Australia
588,588,android,Argentina
589,589,web,UK
590,590,ios,Canada
591,591,web,Brazil
592,592,android,Netherlands
593,593,android,Netherlands
594,594,android,Netherlands
595,595,ios,Indonesia
596,596,ios,USA
597,597,android,Indonesia
598,598,ios,Germany
599,599,web,Netherlands
600,600,android,UK
601,601,ios,USA
602,602,ios,South Korea
603,603,web,Italy
604,604,android,Japan
605,605,android,Australia
606,606,android,France
607,607,web,Italy
608,608,ios,South Korea
609,609,android,Australia
610,610,android,France
611,611,web,Australia
612,612,ios,India
613,613,android,Australia
614,614,android,South Korea
615,615,android,Russia
616,616,android,South Korea
617,617,ios,China
618,618,web,UK
619,619,ios,South Korea
620,620,android,China
621,621,android,Italy
622,622,web,UK
623,623,web,China
624,624,ios,Canada
625,625,web,USA
626,626,web,India
627,627,ios,Japan
628,628,web,India
629,629,web,Netherlands
630,630,android,Canada
631,631,ios,China
632,632,android,UK
633,633,web,Indonesia
634,634,web,Argentina
635,635,web,Germany
636,636,android,UK
637,637,android,UK
638,638,android,Indonesia
639,639,android,USA
640,640,web,Germany
641,641,web,France
642,642,web,UK
643,643,web,Argentina
644,644,android,Brazil
645,645,android,Italy
646,646,android,Indonesia
647,647,web,Japan
648,648,ios,Canada
649,649,android,Russia
650,650,web,UK
651,651,android,Australia
652,652,android,India
653,653,android,Australia
654,654,web,Australia
655,655,web,Argentina
656,656,web,Argentina
657,657,ios,Russia
658,658,android,Indonesia
659,659,android,Canada
660,660,android,Japan
661,661,web,Australia
662,662,web,Russia
663,663,android,Russia
664,664,android,Italy
665,665,android,Germany
666,666,android,Netherlands
667,667,android,Canada
668,668,android,Russia
669,669,ios,Russia
670,670,ios,USA
671,671,ios,France
672,672,android,USA
673,673,web,Japan
674,674,ios,Italy
675,675,ios,USA
676,676,web,Italy
677,677,web,USA
678,678,web,Argentina
679,679,web,China
680,680,web,China
681,681,web,UK
682,682,android,UK
683,683,ios,Germany
684,684,web,Indonesia
685,685,web,Canada
686,686,web,France
687,687,web,India
688,688,web,Italy
689,689,android,Russia
690,690,ios,Netherlands
691,691,android,India
692,692,ios,Netherlands
693,693,web,Netherlands
694,694,android,Canada
695,695,web,Brazil
696,696,android,Australia
697,697,web,Brazil
698,698,ios,USA
699,699,web,Italy
700,700,web,China
701,701,android,USA
702,702,web,South Korea
703,703,ios,USA
704,704,android,Russia
705,705,android,Germany
706,706,web,Germany
707,707,android,South Korea
708,708,web,Australia
709,709,web,Russia
710,710,android,Brazil
711,711,web,Brazil
712,712,android,Russia
713,713,web,Japan
714,714,web,UK
715,715,web,South Korea
716,716,android,Japan
717,717,ios,Indonesia
718,718,web,Indonesia
719,719,android,Germany
720,720,android,USA
721,721,web,Netherlands
722,722,android,Russia
723,723,android,Argentina
724,724,web,India
725,725,android,Netherlands
726,726,android,UK
727,727,android,Japan
728,728,web,Russia
729,729,web,Germany
730,730,ios,Australia
731,731,android,Indonesia
732,732,android,France
733,733,web,France
734,734,android,Netherlands
735,735,android,USA
736,736,android,USA
737,737,android,Netherlands
738,738,web,Australia
739,739,android,Russia
740,740,web,Japan
741,741,web,France
742,742,web,Netherlands
743,743,web,USA
744,744,web,Japan
745,745,web,France
746,746,android,Argentina
747,747,web,Russia
748,748,android,Germany
749,749,web,France
750,750,ios,Indonesia
751,751,android,Argentina
752,752,web,China
753,753,ios,Russia
754,754,android,South Korea
755,755,web,UK
756,756,android,Netherlands
757,757,android,Russia
758,758,android,UK
759,759,ios,Japan
760,760,android,China
761,761,ios,Japan
762,762,android,Italy
763,763,android,Germany
764,764,ios,Netherlands
765,765,ios,Italy
766,766,android,Australia
767,767,web,Australia
768,768,web,Netherlands
769,769,android,Netherlands
770,770,web,UK
771,771,android,China
772,772,web,Russia
773,773,android,Italy
774,774,ios,South Korea
775,775,ios,Canada
776,776,web,France
777,777,web,China
778,778,web,USA
779,779,android,India
780,780,web,France
781,781,android,USA
782,782,android,Brazil
783,783,android,Brazil
784,784,android,South Korea
785,785,web,France
786,786,ios,Brazil
787,787,ios,South Korea
788,788,web,Canada
789,789,ios,Argentina
790,790,ios,China
791,791,ios,South Korea
792,792,web,UK
793,793,web,Argentina
794,794,android,Indonesia
795,795,ios,France
796,796,web,Brazil
797,797,web,UK
798,798,ios,Argentina
799,799,web,Indonesia
800,800,web,France
801,801,android,UK
802,802,ios,Japan
803,803,android,Japan
804,804,ios,Italy
805,805,web,Netherlands
806,806,web,Indonesia
807,807,web,Germany
808,808,android,Canada
809,809,android,Netherlands
810,810,web,Russia
811,811,web,Japan
812,812,android,Germany
813,813,web,UK
814,814,android,Japan
815,815,web,Russia
816,816,android,USA
817,817,android,Australia
818,818,android,South Korea
819,819,android,Germany
820,820,web,Netherlands
821,821,android,Italy
822,822,web,Australia
823,823,android,Netherlands
824,824,android,Italy
825,825,android,Argentina
826,826,ios,Indonesia
827,827,ios,Italy
828,828,web,Indonesia
829,829,ios,India
830,830,web,South Korea
831,831,android,France
832,832,web,UK
833,833,ios,Argentina
834,834,android,Australia
835,835,web,Netherlands
836,836,web,Argentina
837,837,android,India
838,838,ios,UK
839,839,web,France
840,840,web,Australia
841,841,web,Germany
842,842,android,Italy
843,843,android,Japan
844,844,web,Italy
845,845,android,Italy
846,846,android,France
847,847,ios,South Korea
848,848,web,Australia
849,849,web,Canada
850,850,android,India
851,851,android,South Korea
852,852,web,Japan
853,853,android,China
854,854,web,India
855,855,web,Russia
856,856,android,China
857,857,web,South Korea
858,858,web,Germany
859,859,android,USA
860,860,web,France
861,861,web,Brazil
862,862,android,Australia
863,863,web,Australia
864,864,android,UK
865,865,android,Russia
866,866,web,Australia
867,867,android,Russia
868,868,ios,Netherlands
869,869,web,UK
870,870,web,Argentina
871,871,web,Russia
872,872,android,Canada
873,873,ios,Netherlands
874,874,android,Argentina
875,875,android,South Korea
876,876,ios,Germany
877,877,web,Japan
878,878,android,Australia
879,879,web,Netherlands
880,880,web,Germany
881,881,android,South Korea
882,882,android,UK
883,883,ios,South Korea
884,884,ios,Argentina
885,885,web,Japan
886,886,android,Brazil
887,887,android,Italy
888,888,android,India
889,889,android,USA
890,890,android,Italy
891,891,android,Japan
892,892,android,Russia
893,893,web,Australia
894,894,android,India
895,895,web,South Korea
896,896,android,Germany
897,897,web,India
898,898,web,Canada
899,899,web,Argentina
900,900,web,Germany
901,901,web,UK
902,902,android,Indonesia
903,903,android,UK
904,904,web,India
905,905,web,USA
906,906,android,Netherlands
907,907,android,South Korea
908,908,android,Japan
909,909,web,Germany
910,910,web,USA
911,911,web,Australia
912,912,android,Indonesia
913,913,web,Japan
914,914,web,France
915,915,android,Argentina
916,916,web,Canada
917,917,android,Indonesia
918,918,android,Netherlands
919,919,web,Brazil
920,920,android,Italy
921,921,web,Australia
922,922,web,China
923,923,web,UK
924,924,web,India
925,925,android,China
926,926,android,China
927,927,android,Argentina
928,928,web,Russia
929,929,android,Australia
930,930,web,Canada
931,931,android,Indonesia
932,932,web,South Korea
933,933,android,Canada
934,934,web,USA
935,935,ios,Italy
936,936,android,France
937,937,android,India
938,938,android,Argentina
939,939,android,Brazil
940,940,web,Germany
941,941,web,India
942,942,android,Brazil
943,943,android,Canada
944,944,ios,Netherlands
945,945,web,France
946,946,ios,South Korea
947,947,android,Germany
948,948,web,Japan
949,949,android,Brazil
950,950,android,UK
951,951,android,Japan
952,952,android,France
953,953,ios,Argentina
954,954,web,USA
955,955,web,Australia
956,956,android,Italy
957,957,ios,China
958,958,web,France
959,959,android,China
960,960,web,USA
961,961,web,France
962,962,ios,France
963,963,android,Italy
964,964,web,UK
965,965,android,China
966,966,ios,Japan
967,967,ios,China
968,968,android,UK
969,969,android,India
970,970,android,Japan
971,971,web,China
972,972,android,Russia
973,973,ios,Brazil
974,974,web,Australia
975,975,web,Australia
976,976,android,China
977,977,ios,India
978,978,android,South Korea
979,979,web,Brazil
980,980,web,Germany
981,981,ios,Russia
982,982,android,USA
983,983,web,Brazil
984,984,android,China
985,985,android,South Korea
986,986,web,Indonesia
987,987,android,Indonesia
988,988,android,Australia
989,989,android,UK
990,990,ios,Indonesia
991,991,android,Australia
992,992,android,Netherlands
993,993,web,China
994,994,android,Netherlands
995,995,ios,UK
996,996,android,Canada
997,997,android,Argentina
998,998,ios,France
999,999,android,Germany
1000,1000,web,Netherlands
1001,1001,android,Argentina
1002,1002,ios,Canada
1003,1003,android,Canada
1004,1004,ios,Brazil
1005,1005,web,Canada
1006,1006,web,India
1007,1007,android,France
1008,1008,ios,Australia
1009,1009,web,Germany
1010,1010,android,Argentina
1011,1011,ios,Italy
1012,1012,web,Russia
1013,1013,android,Indonesia
1014,1014,android,Indonesia
1015,1015,android,Argentina
1016,1016,web,Brazil
1017,1017,android,Brazil
1018,1018,web,Germany
1019,1019,web,USA
1020,1020,web,Argentina
1021,1021,android,Netherlands
1022,1022,android,Germany
1023,1023,android,UK
1024,1024,web,Indonesia
1025,1025,android,China
1026,1026,web,Brazil
1027,1027,ios,Indonesia
1028,1028,web,Netherlands
1029,1029,ios,Russia
1030,1030,ios,USA
1031,1031,web,USA
1032,1032,android,Australia
1033,1033,android,Indonesia
1034,1034,web,France
1035,1035,android,China
1036,1036,web,France
1037,1037,web,Russia
1038,1038,ios,India
1039,1039,android,India
1040,1040,android,Brazil
1041,1041,web,South Korea
1042,1042,web,USA
1043,1043,android,China
1044,1044,android,UK
1045,1045,android,Canada
1046,1046,web,Italy
1047,1047,web,Brazil
1048,1048,web,Italy
1049,1049,web,Italy
1050,1050,android,UK
1051,1051,android,Netherlands
1052,1052,android,Netherlands
1053,1053,web,South Korea
1054,1054,web,France
1055,1055,web,France
1056,1056,web,Argentina
1057,1057,web,Canada
1058,1058,android,UK
1059,1059,android,Netherlands
1060,1060,ios,UK
1061,1061,android,UK
1062,1062,android,Argentina
1063,1063,android,Russia
1064,1064,ios,Indonesia
1065,1065,web,Germany
1066,1066,ios,South Korea
1067,1067,android,China
1068,1068,web,Australia
1069,1069,android,Germany
1070,1070,android,Netherlands
1071,1071,android,Indonesia
1072,1072,ios,Australia
1073,1073,web,South Korea
1074,1074,android,Japan
1075,1075,web,Germany
1076,1076,android,Indonesia
1077,1077,android,China
1078,1078,android,Indonesia
1079,1079,web,Netherlands
1080,1080,android,UK
1081,1081,web,Japan
1082,1082,android,Brazil
1083,1083,ios,China
1084,1084,android,Indonesia
1085,1085,android,China
1086,1086,web,Italy
1087,1087,android,South Korea
1088,1088,web,Japan
1089,1089,web,Australia
1090,1090,android,Argentina
1091,1091,android,Germany
1092,1092,web,USA
1093,1093,android,Australia
1094,1094,ios,Japan
1095,1095,web,South Korea
1096,1096,android,Italy
1097,1097,android,Netherlands
1098,1098,web,India
1099,1099,ios,UK
1100,1100,android,China
1101,1101,android,South Korea
1102,1102,web,Argentina
1103,1103,android,Australia
1104,1104,ios,China
1105,1105,web,Argentina
1106,1106,ios,Germany
1107,1107,android,USA
1108,1108,android,China
1109,1109,web,Netherlands
1110,1110,android,China
1111,1111,web,UK
1112,1112,ios,India
1113,1113,web,Italy
1114,1114,web,Netherlands
1115,1115,android,India
1116,1116,android,USA
1117,1117,android,Australia
1118,1118,web,France
1119,1119,web,Australia
1120,1120,android,France
1121,1121,android,Netherlands
1122,1122,android,UK
1123,1123,ios,Germany
1124,1124,ios,Brazil
1125,1125,web,France
1126,1126,android,China
1127,1127,android,Brazil
1128,1128,ios,France
1129,1129,android,Japan
1130,1130,ios,UK
1131,1131,android,France
1132,1132,web,Australia
1133,1133,web,India
1134,1134,ios,Netherlands
1135,1135,web,South Korea
1136,1136,web,South Korea
1137,1137,web,Japan
1138,1138,web,Netherlands
1139,1139,android,Italy
1140,1140,android,South Korea
1141,1141,web,Italy
1142,1142,web,Brazil
1143,1143,web,Brazil
1144,1144,android,Indonesia
1145,1145,android,Italy
1146,1146,ios,UK
1147,1147,ios,Argentina
1148,1148,android,Australia
1149,1149,android,South Korea
1150,1150,web,UK
1151,1151,web,China
1152,1152,android,South Korea
1153,1153,web,Indonesia
1154,1154,android,Netherlands
1155,1155,web,China
1156,1156,android,Japan
1157,1157,android,South Korea
1158,1158,android,France
1159,1159,android,USA
1160,1160,web,Brazil
1161,1161,android,Germany
1162,1162,android,France
1163,1163,web,France
1164,1164,web,Italy
1165,1165,android,South Korea
1166,1166,ios,Japan
1167,1167,web,Australia
1168,1168,web,Brazil
1169,1169,ios,China
1170,1170,web,Australia
1171,1171,web,France
1172,1172,web,South Korea
1173,1173,web,UK
1174,1174,android,USA
1175,1175,android,India
1176,1176,web,Indonesia
1177,1177,android,Canada
1178,1178,ios,Australia
1179,1179,android,UK
1180,1180,android,Germany
1181,1181,android,UK
1182,1182,ios,Canada
1183,1183,android,Germany
1184,1184,web,UK
1185,1185,web,USA
1186,1186,android,Italy
1187,1187,web,Indonesia
1188,1188,android,China
1189,1189,web,Russia
1190,1190,web,Italy
1191,1191,web,India
1192,1192,android,Brazil
1193,1193,ios,Netherlands
1194,1194,android,Japan
1195,1195,ios,China
1196,1196,web,Italy
1197,1197,android,Netherlands
1198,1198,web,USA
1199,1199,web,Italy
1200,1200,web,Brazil
1201,1201,android,Indonesia
1202,1202,android,China
1203,1203,android,South Korea
1204,1204,android,Indonesia
1205,1205,android,China
1206,1206,web,Japan
1207,1207,android,Australia
1208,1208,android,USA
1209,1209,android,UK
1210,1210,ios,Italy
1211,1211,android,China
1212,1212,android,Germany
1213,1213,android,USA
1214,1214,ios,USA
1215,1215,ios,Australia
1216,1216,android,China
1217,1217,android,India
1218,1218,web,Brazil
1219,1219,android,Germany
1220,1220,android,Brazil
1221,1221,web,Canada
1222,1222,android,Netherlands
1223,1223,android,France
1224,1224,android,Germany
1225,1225,web,UK
1226,1226,web,Japan
1227,1227,android,Russia
1228,1228,web,China
1229,1229,web,Germany
1230,1230,android,UK
1231,1231,android,Netherlands
1232,1232,web,Argentina
1233,1233,ios,Argentina
1234,1234,web,Japan
1235,1235,ios,South Korea
1236,1236,android,Brazil
1237,1237,android,Argentina
1238,1238,android,Netherlands
1239,1239,android,UK
1240,1240,android,Russia
1241,1241,android,Russia
1242,1242,ios,USA
1243,1243,web,Canada
1244,1244,web,Argentina
1245,1245,web,Australia
1246,1246,web,Brazil
1247,1247,web,Russia
1248,1248,android,Canada
1249,1249,web,Germany
1250,1250,android,France
1251,1251,android,Canada
1252,1252,web,Germany
1253,1253,android,Australia
1254,1254,android,France
1255,1255,web,UK
1256,1256,ios,Russia
1257,1257,android,Germany
1258,1258,web,Argentina
1259,1259,ios,India
1260,1260,web,Australia
1261,1261,web,Indonesia
1262,1262,android,UK
1263,1263,ios,Indonesia
1264,1264,android,Russia
1265,1265,ios,Brazil
1266,1266,android,Japan
1267,1267,ios,South Korea
1268,1268,web,Italy
1269,1269,android,Italy
1270,1270,android,China
1271,1271,web,Russia
1272,1272,android,South Korea
1273,1273,web,Indonesia
1274,1274,android,Argentina
1275,1275,ios,South Korea
1276,1276,android,Germany
1277,1277,web,Germany
1278,1278,android,Netherlands
1279,1279,web,Brazil
1280,1280,web,China
1281,1281,web,Russia
1282,1282,web,France
1283,1283,android,China
1284,1284,ios,Germany
1285,1285,web,India
1286,1286,web,Canada
1287,1287,android,USA
1288,1288,web,Germany
1289,1289,web,Australia
1290,1290,web,Germany
1291,1291,web,Brazil
1292,1292,web,Indonesia
1293,1293,android,USA
1294,1294,ios,Argentina
1295,1295,web,France
1296,1296,web,India
1297,1297,web,France
1298,1298,android,UK
1299,1299,web,Canada
1300,1300,web,Canada
1301,1301,web,Brazil
1302,1302,ios,Canada
1303,1303,ios,Indonesia
1304,1304,web,Russia
1305,1305,ios,Brazil
1306,1306,web,Russia
1307,1307,web,UK
1308,1308,ios,Brazil
1309,1309,ios,Indonesia
1310,1310,android,Canada
1311,1311,ios,Argentina
1312,1312,web,France
1313,1313,web,UK
1314,1314,ios,China
1315,1315,web,France
1316,1316,android,China
1317,1317,ios,Germany
1318,1318,android,UK
1319,1319,web,USA
1320,1320,android,Indonesia
1321,1321,web,France
1322,1322,web,Germany
